Subject ID,Recording ID,ROI,Extraction Method,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T1.avi,manual,R,53,23.5,25.72,0.303,0.027,-22.42,12.73,-47.37,2.52,62.21,57.0,84.63,84.7,-22.42,-24.61,24.74
s28,vid_s28_T1.avi,manual,G,53,18.64,21.73,0.21,0.132,-18.01,12.28,-42.07,6.06,66.62,69.0,84.63,84.7,-18.01,-15.78,15.78
s28,vid_s28_T1.avi,manual,B,53,24.91,26.86,0.518,<0.001,-24.91,10.13,-44.76,-5.07,59.72,57.0,84.63,84.7,-24.91,-29.14,29.14
s28,vid_s28_T1.avi,manual,GREY_W,53,22.08,24.75,0.329,0.016,-21.86,11.72,-44.83,1.12,62.77,60.0,84.63,84.7,-21.86,-22.76,22.76
s28,vid_s28_T1.avi,manual,GREY_A,53,24.12,26.1,0.319,0.020,-23.04,12.37,-47.29,1.2,61.58,57.0,84.63,84.7,-23.04,-24.61,26.21
s28,vid_s28_T1.avi,manual,PCA_1,53,24.12,26.1,0.319,0.020,-23.04,12.37,-47.29,1.2,61.58,57.0,84.63,84.7,-23.04,-24.61,26.21
s28,vid_s28_T1.avi,manual,PCA_2,53,14.09,19.23,0.16,0.251,-9.12,17.09,-42.62,24.38,75.51,84.0,84.63,84.7,-9.12,-4.44,5.99
s28,vid_s28_T1.avi,manual,PCA_3,53,5.11,6.27,-0.134,0.337,2.88,5.62,-8.14,13.9,87.51,87.0,84.63,84.7,2.88,2.83,5.01
s28,vid_s28_T1.avi,manual,ZCA_1,53,10.72,15.3,0.128,0.361,-5.1,14.56,-33.65,23.45,79.53,84.0,84.63,84.7,-5.1,-1.06,5.67
s28,vid_s28_T1.avi,manual,ZCA_2,53,5.11,6.27,-0.134,0.337,2.88,5.62,-8.14,13.9,87.51,87.0,84.63,84.7,2.88,2.83,5.01
s28,vid_s28_T1.avi,manual,ZCA_3,53,4.72,5.61,-0.08,0.571,2.48,5.08,-7.47,12.44,87.11,87.0,84.63,84.7,2.48,2.83,5.01
s28,vid_s28_T1.avi,manual,ICA_1,53,5.11,6.27,-0.134,0.337,2.88,5.62,-8.14,13.9,87.51,87.0,84.63,84.7,2.88,2.83,5.01
s28,vid_s28_T1.avi,manual,ICA_2,53,10.76,15.08,0.027,0.848,-5.21,14.29,-33.22,22.79,79.42,87.0,84.63,84.7,-5.21,-1.14,5.67
s28,vid_s28_T1.avi,manual,ICA_3,53,19.21,23.84,-0.208,0.136,-15.97,17.87,-50.99,19.05,68.66,63.0,84.63,84.7,-15.97,-17.23,17.23
s28,vid_s28_T1.avi,manual,CHROM,53,5.05,6.0,-0.086,0.538,2.71,5.4,-7.88,13.3,87.34,87.0,84.63,84.7,2.71,2.83,5.3
s28,vid_s28_T1.avi,manual,POS,53,5.26,6.52,-0.153,0.273,3.16,5.75,-8.11,14.43,87.79,87.0,84.63,84.7,3.16,2.83,5.3
s28,vid_s28_T1.avi,none,R,53,26.56,28.42,-0.009,0.950,-19.7,20.68,-60.24,20.83,64.92,57.0,84.63,84.7,-19.7,-26.13,26.99
s28,vid_s28_T1.avi,none,G,53,15.28,18.94,0.181,0.195,-12.46,14.4,-40.69,15.77,72.17,72.0,84.63,84.7,-12.46,-11.37,12.99
s28,vid_s28_T1.avi,none,B,53,25.08,27.24,0.306,0.026,-16.31,22.03,-59.48,26.86,68.32,60.0,84.63,84.7,-16.31,-24.61,26.79
s28,vid_s28_T1.avi,none,GREY_W,53,25.56,27.73,-0.117,0.404,-23.95,14.11,-51.6,3.7,60.68,57.0,84.63,84.7,-23.95,-26.72,26.72
s28,vid_s28_T1.avi,none,GREY_A,53,28.72,29.8,0.055,0.697,-24.18,17.59,-58.65,10.3,60.45,57.0,84.63,84.7,-24.18,-27.01,27.11
s28,vid_s28_T1.avi,none,PCA_1,53,28.72,29.8,0.055,0.697,-24.18,17.59,-58.65,10.3,60.45,57.0,84.63,84.7,-24.18,-27.01,27.11
s28,vid_s28_T1.avi,none,PCA_2,53,17.79,21.3,0.269,0.051,-16.2,13.97,-43.57,11.18,68.43,60.0,84.63,84.7,-16.2,-22.77,22.77
s28,vid_s28_T1.avi,none,PCA_3,53,4.69,5.79,0.24,0.083,1.35,5.68,-9.79,12.49,85.98,87.0,84.63,84.7,1.35,2.26,4.06
s28,vid_s28_T1.avi,none,ZCA_1,53,6.94,10.16,0.458,<0.001,-1.54,10.14,-21.41,18.34,83.09,87.0,84.63,84.7,-1.54,0.86,4.44
s28,vid_s28_T1.avi,none,ZCA_2,53,5.28,6.6,0.398,0.003,0.33,6.66,-12.72,13.39,84.96,87.0,84.63,84.7,0.33,1.23,4.44
s28,vid_s28_T1.avi,none,ZCA_3,53,5.58,8.04,-0.092,0.512,2.43,7.74,-12.75,17.6,87.06,87.0,84.63,84.7,2.43,2.26,4.55
s28,vid_s28_T1.avi,none,ICA_1,53,5.65,7.66,0.356,0.009,0.39,7.72,-14.74,15.52,85.02,87.0,84.63,84.7,0.39,1.23,4.44
s28,vid_s28_T1.avi,none,ICA_2,53,5.22,6.59,0.393,0.004,0.28,6.65,-12.76,13.31,84.91,87.0,84.63,84.7,0.28,1.09,4.44
s28,vid_s28_T1.avi,none,ICA_3,53,16.74,21.32,-0.095,0.499,-13.76,16.45,-46.0,18.47,70.87,81.0,84.63,84.7,-13.76,-5.93,19.86
s28,vid_s28_T1.avi,none,CHROM,53,4.78,5.77,-0.018,0.896,2.54,5.23,-7.7,12.78,87.17,87.0,84.63,84.7,2.54,2.8,4.44
s28,vid_s28_T1.avi,none,POS,53,4.83,5.8,-0.028,0.840,2.6,5.23,-7.66,12.85,87.23,87.0,84.63,84.7,2.6,3.01,4.55
s28,vid_s28_T1.avi,face_track,R,53,18.05,20.89,-0.125,0.372,-16.87,12.43,-41.24,7.5,67.75,66.0,84.63,84.7,-16.87,-17.13,17.13
s28,vid_s28_T1.avi,face_track,G,53,19.52,22.05,-0.308,0.025,-18.74,11.73,-41.73,4.24,65.89,63.0,84.63,84.7,-18.74,-20.21,20.21
s28,vid_s28_T1.avi,face_track,B,53,17.56,20.52,-0.058,0.682,-13.54,15.58,-44.06,16.99,71.09,66.0,84.63,84.7,-13.54,-15.01,15.61
s28,vid_s28_T1.avi,face_track,GREY_W,53,20.56,22.77,-0.3,0.029,-19.7,11.53,-42.3,2.89,64.92,63.0,84.63,84.7,-19.7,-21.78,21.78
s28,vid_s28_T1.avi,face_track,GREY_A,53,19.51,21.98,-0.239,0.085,-18.57,11.87,-41.84,4.7,66.06,63.0,84.63,84.7,-18.57,-20.21,20.21
s28,vid_s28_T1.avi,face_track,PCA_1,53,19.34,21.94,-0.216,0.120,-18.4,12.06,-42.04,5.23,66.23,63.0,84.63,84.7,-18.4,-20.21,20.21
s28,vid_s28_T1.avi,face_track,PCA_2,53,17.26,20.45,-0.171,0.221,-13.99,15.06,-43.5,15.52,70.64,66.0,84.63,84.7,-13.99,-15.99,17.14
s28,vid_s28_T1.avi,face_track,PCA_3,53,4.86,6.8,-0.007,0.963,2.77,6.28,-9.53,15.07,87.4,87.0,84.63,84.7,2.77,2.78,4.06
s28,vid_s28_T1.avi,face_track,ZCA_1,53,6.82,9.76,0.447,<0.001,-1.65,9.72,-20.69,17.4,82.98,87.0,84.63,84.7,-1.65,0.86,5.01
s28,vid_s28_T1.avi,face_track,ZCA_2,53,4.72,6.18,0.178,0.201,1.58,6.04,-10.25,13.41,86.21,87.0,84.63,84.7,1.58,2.48,4.24
s28,vid_s28_T1.avi,face_track,ZCA_3,53,5.8,8.18,-0.129,0.357,2.31,7.92,-13.2,17.83,86.94,87.0,84.63,84.7,2.31,2.26,5.3
s28,vid_s28_T1.avi,face_track,ICA_1,53,5.54,8.37,-0.176,0.207,3.45,7.7,-11.65,18.54,88.08,87.0,84.63,84.7,3.45,2.78,4.06
s28,vid_s28_T1.avi,face_track,ICA_2,53,7.12,9.71,-0.198,0.155,-0.74,9.77,-19.9,18.41,83.89,84.0,84.63,84.7,-0.74,1.81,5.34
s28,vid_s28_T1.avi,face_track,ICA_3,53,10.46,13.63,0.222,0.110,-5.67,12.52,-30.2,18.87,78.96,84.0,84.63,84.7,-5.67,-3.78,6.11
s28,vid_s28_T1.avi,face_track,CHROM,53,5.03,5.9,-0.039,0.783,2.94,5.16,-7.18,13.05,87.57,87.0,84.63,84.7,2.94,3.19,5.3
s28,vid_s28_T1.avi,face_track,POS,53,5.28,6.25,-0.104,0.461,3.05,5.51,-7.75,13.85,87.68,87.0,84.63,84.7,3.05,3.19,5.3
s28,vid_s28_T1.avi,bbox_forehead,R,53,14.97,18.52,0.201,0.148,-6.06,17.66,-40.69,28.56,78.57,78.0,84.63,84.7,-6.06,-5.48,14.99
s28,vid_s28_T1.avi,bbox_forehead,G,53,15.37,19.05,0.518,<0.001,-4.65,18.65,-41.2,31.9,79.98,81.0,84.63,84.7,-4.65,-4.99,17.29
s28,vid_s28_T1.avi,bbox_forehead,B,53,15.12,18.41,0.432,0.001,-8.44,16.52,-40.81,23.93,76.19,81.0,84.63,84.7,-8.44,-5.67,16.91
s28,vid_s28_T1.avi,bbox_forehead,GREY_W,53,23.39,26.98,0.327,0.017,-0.4,27.23,-53.78,52.97,84.23,75.0,84.63,84.7,-0.4,-6.61,22.14
s28,vid_s28_T1.avi,bbox_forehead,GREY_A,53,22.24,25.77,0.316,0.021,-5.84,25.34,-55.51,43.83,78.79,69.0,84.63,84.7,-5.84,-15.78,22.44
s28,vid_s28_T1.avi,bbox_forehead,PCA_1,53,21.09,24.8,0.375,0.006,-6.06,24.28,-53.64,41.52,78.57,69.0,84.63,84.7,-6.06,-15.78,21.05
s28,vid_s28_T1.avi,bbox_forehead,PCA_2,53,18.59,20.75,0.016,0.908,-15.52,13.91,-42.78,11.75,69.11,69.0,84.63,84.7,-15.52,-15.78,16.44
s28,vid_s28_T1.avi,bbox_forehead,PCA_3,53,5.76,7.66,-0.107,0.446,2.99,7.12,-10.96,16.95,87.62,87.0,84.63,84.7,2.99,2.78,5.34
s28,vid_s28_T1.avi,bbox_forehead,ZCA_1,53,7.52,10.35,0.164,0.240,-2.1,10.23,-22.15,17.95,82.53,84.0,84.63,84.7,-2.1,-0.17,5.3
s28,vid_s28_T1.avi,bbox_forehead,ZCA_2,53,8.11,11.61,0.421,0.002,-3.69,11.11,-25.47,18.1,80.94,87.0,84.63,84.7,-3.69,-0.2,5.37
s28,vid_s28_T1.avi,bbox_forehead,ZCA_3,53,7.25,10.7,0.479,<0.001,-2.67,10.46,-23.17,17.84,81.96,84.0,84.63,84.7,-2.67,0.11,4.44
s28,vid_s28_T1.avi,bbox_forehead,ICA_1,53,5.2,6.95,0.228,0.101,1.01,6.94,-12.6,14.62,85.64,87.0,84.63,84.7,1.01,2.26,4.55
s28,vid_s28_T1.avi,bbox_forehead,ICA_2,53,22.63,26.14,0.241,0.082,-2.61,26.26,-54.08,48.86,82.02,69.0,84.63,84.7,-2.61,-14.76,22.14
s28,vid_s28_T1.avi,bbox_forehead,ICA_3,53,10.9,15.43,0.287,0.037,-7.31,13.72,-34.21,19.59,77.32,81.0,84.63,84.7,-7.31,-3.21,5.67
s28,vid_s28_T1.avi,bbox_forehead,CHROM,53,5.01,5.9,-0.087,0.538,2.43,5.43,-8.22,13.07,87.06,87.0,84.63,84.7,2.43,2.83,5.3
s28,vid_s28_T1.avi,bbox_forehead,POS,53,4.95,5.81,-0.077,0.585,2.37,5.36,-8.13,12.87,87.0,87.0,84.63,84.7,2.37,2.83,5.3
s28,vid_s28_T1.avi,mesh_forehead,R,53,17.16,20.4,0.106,0.449,-13.65,15.31,-43.65,16.35,70.98,69.0,84.63,84.7,-13.65,-17.34,17.34
s28,vid_s28_T1.avi,mesh_forehead,G,53,21.92,25.5,0.22,0.113,-20.89,14.75,-49.81,8.02,63.74,57.0,84.63,84.7,-20.89,-25.95,25.95
s28,vid_s28_T1.avi,mesh_forehead,B,53,19.88,23.22,0.14,0.318,-17.38,15.54,-47.84,13.07,67.25,57.0,84.63,84.7,-17.38,-22.91,22.91
s28,vid_s28_T1.avi,mesh_forehead,GREY_W,53,26.1,27.8,0.189,0.175,-26.1,9.66,-45.03,-7.17,58.53,57.0,84.63,84.7,-26.1,-28.44,28.44
s28,vid_s28_T1.avi,mesh_forehead,GREY_A,53,21.14,24.49,0.338,0.013,-19.76,14.6,-48.37,8.85,64.87,57.0,84.63,84.7,-19.76,-26.21,26.21
s28,vid_s28_T1.avi,mesh_forehead,PCA_1,53,22.86,25.99,0.259,0.061,-21.97,14.02,-49.44,5.5,62.66,57.0,84.63,84.7,-21.97,-27.61,27.61
s28,vid_s28_T1.avi,mesh_forehead,PCA_2,53,18.89,22.12,0.173,0.215,-16.82,14.51,-45.25,11.61,67.81,60.0,84.63,84.7,-16.82,-21.52,21.52
s28,vid_s28_T1.avi,mesh_forehead,PCA_3,53,10.55,15.34,0.519,<0.001,-7.31,13.61,-33.99,19.37,77.32,84.0,84.63,84.7,-7.31,-2.89,5.34
s28,vid_s28_T1.avi,mesh_forehead,ZCA_1,53,15.02,18.55,0.171,0.220,-11.33,14.83,-40.4,17.74,73.3,81.0,84.63,84.7,-11.33,-8.48,15.01
s28,vid_s28_T1.avi,mesh_forehead,ZCA_2,53,18.4,22.8,0.306,0.026,-17.33,14.96,-46.65,11.99,67.3,60.0,84.63,84.7,-17.33,-22.91,22.91
s28,vid_s28_T1.avi,mesh_forehead,ZCA_3,53,8.74,12.16,0.218,0.116,-4.31,11.48,-26.81,18.2,80.32,84.0,84.63,84.7,-4.31,-1.62,5.37
s28,vid_s28_T1.avi,mesh_forehead,ICA_1,53,6.12,8.62,0.264,0.056,-1.65,8.54,-18.39,15.09,82.98,84.0,84.63,84.7,-1.65,0.05,4.76
s28,vid_s28_T1.avi,mesh_forehead,ICA_2,53,21.27,24.71,0.27,0.051,-20.78,13.51,-47.25,5.69,63.85,57.0,84.63,84.7,-20.78,-25.95,25.95
s28,vid_s28_T1.avi,mesh_forehead,ICA_3,53,7.89,11.39,0.371,0.006,-3.63,10.9,-24.99,17.73,81.0,84.0,84.63,84.7,-3.63,0.01,5.48
s28,vid_s28_T1.avi,mesh_forehead,CHROM,53,4.79,5.75,-0.074,0.597,2.43,5.26,-7.89,12.74,87.06,87.0,84.63,84.7,2.43,2.78,5.3
s28,vid_s28_T1.avi,mesh_forehead,POS,53,5.24,6.69,0.109,0.439,1.8,6.5,-10.93,14.54,86.43,87.0,84.63,84.7,1.8,2.26,5.3
s28,vid_s28_T1.avi,poly,R,53,24.82,27.07,-0.178,0.203,-23.55,13.48,-49.97,2.86,61.08,57.0,84.63,84.7,-23.55,-29.21,29.21
s28,vid_s28_T1.avi,poly,G,53,9.46,13.9,-0.123,0.381,-4.2,13.38,-30.42,22.02,80.43,81.0,84.63,84.7,-4.2,0.11,5.34
s28,vid_s28_T1.avi,poly,B,53,26.37,28.07,-0.109,0.436,-23.95,14.78,-52.93,5.03,60.68,57.0,84.63,84.7,-23.95,-29.93,29.93
s28,vid_s28_T1.avi,poly,GREY_W,53,15.43,20.28,-0.376,0.006,-11.38,16.94,-44.58,21.82,73.25,81.0,84.63,84.7,-11.38,-5.34,10.28
s28,vid_s28_T1.avi,poly,GREY_A,53,19.44,23.09,-0.154,0.271,-16.37,16.44,-48.59,15.86,68.26,60.0,84.63,84.7,-16.37,-23.34,23.34
s28,vid_s28_T1.avi,poly,PCA_1,53,19.27,23.05,-0.143,0.309,-16.54,16.22,-48.32,15.25,68.09,60.0,84.63,84.7,-16.54,-23.34,23.34
s28,vid_s28_T1.avi,poly,PCA_2,53,18.43,21.78,-0.147,0.294,-17.27,13.4,-43.54,9.0,67.36,63.0,84.63,84.7,-17.27,-17.29,17.29
s28,vid_s28_T1.avi,poly,PCA_3,53,4.6,5.59,0.003,0.981,2.48,5.06,-7.42,12.39,87.11,87.0,84.63,84.7,2.48,2.78,4.55
s28,vid_s28_T1.avi,poly,ZCA_1,53,5.5,7.37,0.103,0.465,2.2,7.1,-11.72,16.12,86.83,87.0,84.63,84.7,2.2,2.8,5.3
s28,vid_s28_T1.avi,poly,ZCA_2,53,4.68,6.16,0.156,0.265,1.63,5.99,-10.11,13.38,86.26,87.0,84.63,84.7,1.63,2.26,4.44
s28,vid_s28_T1.avi,poly,ZCA_3,53,6.01,7.88,0.361,0.008,-0.63,7.93,-16.18,14.92,84.0,87.0,84.63,84.7,-0.63,0.77,5.3
s28,vid_s28_T1.avi,poly,ICA_1,53,5.33,6.69,-0.006,0.966,2.71,6.18,-9.4,14.82,87.34,87.0,84.63,84.7,2.71,2.78,5.3
s28,vid_s28_T1.avi,poly,ICA_2,53,5.57,7.55,0.362,0.008,-0.35,7.61,-15.26,14.57,84.28,87.0,84.63,84.7,-0.35,0.71,4.44
s28,vid_s28_T1.avi,poly,ICA_3,53,4.88,6.12,-0.124,0.375,2.77,5.51,-8.03,13.56,87.4,87.0,84.63,84.7,2.77,2.74,5.01
s28,vid_s28_T1.avi,poly,CHROM,53,4.82,5.94,-0.03,0.829,2.71,5.33,-7.74,13.16,87.34,87.0,84.63,84.7,2.71,2.78,4.55
s28,vid_s28_T1.avi,poly,POS,53,4.93,5.9,-0.091,0.516,2.82,5.23,-7.43,13.07,87.45,87.0,84.63,84.7,2.82,2.8,5.3
s28,vid_s28_T2.avi,manual,R,53,18.2,21.12,-0.008,0.956,-15.8,14.15,-43.54,11.94,60.68,54.0,76.48,75.55,-15.8,-18.29,18.82
s28,vid_s28_T2.avi,manual,G,53,18.81,22.08,0.056,0.693,-15.01,16.35,-47.06,17.04,61.47,57.0,76.48,75.55,-15.01,-16.82,17.4
s28,vid_s28_T2.avi,manual,B,53,19.22,22.61,-0.139,0.322,-14.16,17.8,-49.04,20.72,62.32,60.0,76.48,75.55,-14.16,-16.82,17.84
s28,vid_s28_T2.avi,manual,GREY_W,53,20.05,23.02,-0.021,0.880,-14.9,17.72,-49.62,19.83,61.58,57.0,76.48,75.55,-14.9,-17.84,18.86
s28,vid_s28_T2.avi,manual,GREY_A,53,19.36,22.38,-0.035,0.806,-15.69,16.12,-47.28,15.9,60.79,57.0,76.48,75.55,-15.69,-17.84,18.82
s28,vid_s28_T2.avi,manual,PCA_1,53,19.36,22.38,-0.035,0.806,-15.69,16.12,-47.28,15.9,60.79,57.0,76.48,75.55,-15.69,-17.84,18.82
s28,vid_s28_T2.avi,manual,PCA_2,53,21.0,24.05,-0.457,<0.001,-0.29,24.28,-47.87,47.29,76.19,69.0,76.48,75.55,-0.29,-5.82,17.45
s28,vid_s28_T2.avi,manual,PCA_3,53,22.93,24.1,-0.212,0.128,12.56,20.76,-28.14,53.25,89.04,93.0,76.48,75.55,12.56,18.6,20.53
s28,vid_s28_T2.avi,manual,ZCA_1,53,25.88,27.79,-0.489,<0.001,-1.31,28.02,-56.24,53.62,75.17,66.0,76.48,75.55,-1.31,-10.96,26.4
s28,vid_s28_T2.avi,manual,ZCA_2,53,22.44,23.71,-0.22,0.114,7.8,22.6,-36.49,52.1,84.28,93.0,76.48,75.55,7.8,16.72,20.45
s28,vid_s28_T2.avi,manual,ZCA_3,53,23.81,26.1,-0.385,0.004,3.27,26.14,-47.97,54.52,79.75,90.0,76.48,75.55,3.27,13.44,22.75
s28,vid_s28_T2.avi,manual,ICA_1,53,23.46,25.13,-0.215,0.122,15.56,19.92,-23.49,54.61,92.04,96.0,76.48,75.55,15.56,19.51,21.73
s28,vid_s28_T2.avi,manual,ICA_2,53,21.87,23.97,-0.217,0.118,-2.16,24.1,-49.4,45.08,74.32,81.0,76.48,75.55,-2.16,2.29,20.14
s28,vid_s28_T2.avi,manual,ICA_3,53,19.21,22.07,-0.262,0.058,0.27,22.28,-43.39,43.94,76.75,69.0,76.48,75.55,0.27,-7.91,17.4
s28,vid_s28_T2.avi,manual,CHROM,53,20.65,21.54,0.403,0.003,19.52,9.2,1.49,37.55,96.0,96.0,76.48,75.55,19.52,19.58,20.14
s28,vid_s28_T2.avi,manual,POS,53,21.16,22.48,0.581,<0.001,21.16,7.64,6.18,36.14,97.64,96.0,76.48,75.55,21.16,19.58,19.58
s28,vid_s28_T2.avi,none,R,53,18.5,21.95,-0.431,0.001,-18.01,12.67,-42.85,6.83,58.47,54.0,76.48,75.55,-18.01,-19.02,19.02
s28,vid_s28_T2.avi,none,G,53,18.19,20.99,-0.08,0.568,-17.5,11.71,-40.45,5.45,58.98,54.0,76.48,75.55,-17.5,-18.29,18.29
s28,vid_s28_T2.avi,none,B,53,19.68,22.56,0.013,0.925,-15.12,16.9,-48.25,18.01,61.36,57.0,76.48,75.55,-15.12,-17.15,18.29
s28,vid_s28_T2.avi,none,GREY_W,53,18.93,21.5,-0.168,0.229,-18.63,10.84,-39.88,2.62,57.85,54.0,76.48,75.55,-18.63,-19.02,19.02
s28,vid_s28_T2.avi,none,GREY_A,53,19.5,22.19,-0.21,0.131,-19.2,11.24,-41.22,2.83,57.28,54.0,76.48,75.55,-19.2,-19.25,19.25
s28,vid_s28_T2.avi,none,PCA_1,53,19.5,22.19,-0.21,0.131,-19.2,11.24,-41.22,2.83,57.28,54.0,76.48,75.55,-19.2,-19.25,19.25
s28,vid_s28_T2.avi,none,PCA_2,53,15.59,19.25,0.181,0.195,-4.76,18.83,-41.66,32.14,71.72,63.0,76.48,75.55,-4.76,-10.75,12.82
s28,vid_s28_T2.avi,none,PCA_3,53,19.78,21.97,-0.271,0.050,3.1,21.95,-39.93,46.14,79.58,84.0,76.48,75.55,3.1,5.29,19.51
s28,vid_s28_T2.avi,none,ZCA_1,53,16.47,20.24,-0.215,0.123,-1.42,20.39,-41.38,38.53,75.06,69.0,76.48,75.55,-1.42,-3.27,14.81
s28,vid_s28_T2.avi,none,ZCA_2,53,20.85,22.52,0.019,0.891,2.77,22.56,-41.46,46.99,79.25,84.0,76.48,75.55,2.77,4.05,20.91
s28,vid_s28_T2.avi,none,ZCA_3,53,23.89,26.45,-0.387,0.004,-5.56,26.1,-56.72,45.61,70.92,60.0,76.48,75.55,-5.56,-12.15,23.45
s28,vid_s28_T2.avi,none,ICA_1,53,20.35,22.09,-0.123,0.380,5.37,21.63,-37.03,47.77,81.85,84.0,76.48,75.55,5.37,12.78,20.53
s28,vid_s28_T2.avi,none,ICA_2,53,15.79,19.2,0.208,0.136,-5.78,18.48,-42.01,30.45,70.7,63.0,76.48,75.55,-5.78,-10.82,13.02
s28,vid_s28_T2.avi,none,ICA_3,53,19.63,22.77,-0.419,0.002,-19.14,12.45,-43.54,5.26,57.34,54.0,76.48,75.55,-19.14,-19.75,19.75
s28,vid_s28_T2.avi,none,CHROM,53,21.45,23.11,0.009,0.950,17.82,14.85,-11.28,46.93,94.3,96.0,76.48,75.55,17.82,19.58,20.53
s28,vid_s28_T2.avi,none,POS,53,23.09,24.69,-0.304,0.027,16.97,18.1,-18.51,52.45,93.45,96.0,76.48,75.55,16.97,19.58,21.14
s28,vid_s28_T2.avi,face_track,R,53,18.37,21.28,-0.04,0.776,-18.07,11.35,-40.3,4.17,58.42,54.0,76.48,75.55,-18.07,-18.82,18.82
s28,vid_s28_T2.avi,face_track,G,53,18.76,21.57,-0.037,0.794,-18.46,11.27,-40.55,3.63,58.02,54.0,76.48,75.55,-18.46,-18.82,18.82
s28,vid_s28_T2.avi,face_track,B,53,18.03,21.15,-0.05,0.725,-17.73,11.64,-40.55,5.1,58.75,54.0,76.48,75.55,-17.73,-17.84,17.84
s28,vid_s28_T2.avi,face_track,GREY_W,53,18.54,21.34,-0.019,0.892,-18.23,11.18,-40.15,3.68,58.25,54.0,76.48,75.55,-18.23,-18.82,18.82
s28,vid_s28_T2.avi,face_track,GREY_A,53,18.2,21.12,-0.04,0.779,-17.9,11.33,-40.1,4.31,58.58,54.0,76.48,75.55,-17.9,-18.29,18.29
s28,vid_s28_T2.avi,face_track,PCA_1,53,18.2,21.12,-0.04,0.779,-17.9,11.33,-40.1,4.31,58.58,54.0,76.48,75.55,-17.9,-18.29,18.29
s28,vid_s28_T2.avi,face_track,PCA_2,53,18.21,22.28,-0.345,0.011,-7.99,21.0,-49.15,33.17,68.49,63.0,76.48,75.55,-7.99,-10.14,14.09
s28,vid_s28_T2.avi,face_track,PCA_3,53,22.0,23.29,-0.057,0.684,15.95,17.13,-17.62,49.53,92.43,96.0,76.48,75.55,15.95,19.68,20.45
s28,vid_s28_T2.avi,face_track,ZCA_1,53,19.26,22.32,-0.462,<0.001,0.39,22.53,-43.78,44.55,76.87,75.0,76.48,75.55,0.39,2.39,18.6
s28,vid_s28_T2.avi,face_track,ZCA_2,53,22.07,23.68,-0.358,0.009,2.48,23.78,-44.13,49.09,78.96,84.0,76.48,75.55,2.48,12.79,22.63
s28,vid_s28_T2.avi,face_track,ZCA_3,53,22.92,25.26,-0.445,<0.001,-6.86,24.54,-54.95,41.24,69.62,60.0,76.48,75.55,-6.86,-13.27,24.0
s28,vid_s28_T2.avi,face_track,ICA_1,53,22.41,23.91,-0.194,0.164,15.05,18.75,-21.71,51.8,91.53,96.0,76.48,75.55,15.05,19.68,20.45
s28,vid_s28_T2.avi,face_track,ICA_2,53,19.37,21.57,-0.03,0.831,-14.78,15.86,-45.87,16.31,61.7,54.0,76.48,75.55,-14.78,-18.29,19.34
s28,vid_s28_T2.avi,face_track,ICA_3,53,18.79,21.92,-0.255,0.065,-12.8,17.96,-48.01,22.41,63.68,60.0,76.48,75.55,-12.8,-13.37,16.02
s28,vid_s28_T2.avi,face_track,CHROM,53,18.5,19.75,0.162,0.246,13.41,14.64,-15.29,42.1,89.89,93.0,76.48,75.55,13.41,18.0,18.88
s28,vid_s28_T2.avi,face_track,POS,53,20.59,22.03,0.286,0.038,18.16,12.59,-6.52,42.84,94.64,96.0,76.48,75.55,18.16,19.68,19.72
s28,vid_s28_T2.avi,bbox_forehead,R,53,16.34,18.9,-0.279,0.043,-9.4,16.55,-41.84,23.03,67.08,66.0,76.48,75.55,-9.4,-11.15,13.49
s28,vid_s28_T2.avi,bbox_forehead,G,53,15.18,17.9,-0.048,0.731,-11.22,14.08,-38.81,16.38,65.26,60.0,76.48,75.55,-11.22,-10.97,12.15
s28,vid_s28_T2.avi,bbox_forehead,B,53,17.97,20.2,0.146,0.297,-15.74,12.77,-40.78,9.29,60.74,57.0,76.48,75.55,-15.74,-16.31,16.31
s28,vid_s28_T2.avi,bbox_forehead,GREY_W,53,15.71,18.55,-0.155,0.268,-11.44,14.73,-40.32,17.44,65.04,63.0,76.48,75.55,-11.44,-10.97,13.27
s28,vid_s28_T2.avi,bbox_forehead,GREY_A,53,16.4,18.74,0.015,0.915,-13.65,12.97,-39.07,11.77,62.83,60.0,76.48,75.55,-13.65,-13.49,15.6
s28,vid_s28_T2.avi,bbox_forehead,PCA_1,53,16.4,18.76,0.012,0.932,-13.65,12.99,-39.1,11.8,62.83,60.0,76.48,75.55,-13.65,-13.37,15.6
s28,vid_s28_T2.avi,bbox_forehead,PCA_2,53,18.5,21.35,-0.263,0.057,-12.86,17.21,-46.59,20.87,63.62,60.0,76.48,75.55,-12.86,-15.29,16.82
s28,vid_s28_T2.avi,bbox_forehead,PCA_3,53,18.77,21.68,-0.45,<0.001,4.35,21.44,-37.67,46.37,80.83,81.0,76.48,75.55,4.35,11.71,18.0
s28,vid_s28_T2.avi,bbox_forehead,ZCA_1,53,18.17,21.93,-0.287,0.037,-10.71,19.32,-48.58,27.16,65.77,66.0,76.48,75.55,-10.71,-11.81,15.09
